Brand,Model,Year,Mileage,Price
현대,코나,2020,42206,1770
기아,디 올 뉴 스포티지,2023,46457,2290
현대,더 뉴 아반떼,2014,91235,580
기아,스토닉,2017,87710,1030
기아,디 올 뉴 스포티지,2022,75982,2520
현대,LF,2016,61572,1090
쉐보레(GM대우),스파크,2012,45538,390
기아,올 뉴 카니발,2015,98549,1250
기아,쏘렌토,2023,44647,2830
현대,그랜저,2019,133163,1680
제네시스,EQ900,2016,79974,2350
KG모빌리티(쌍용),뉴체어맨,2015,94253,1490
기아,더 뉴 K7,2015,63220,940
현대,아반떼,2018,114019,1010
제네시스,G80,2019,38411,3070
BMW,X1,2021,57381,2740
쉐보레(GM대우),올 뉴 말리부,2017,100362,850
현대,더 뉴 팰리세이드,2024,21310,4570
제네시스,G90,2019,147496,2990
르노코리아(삼성),그랑,2024,19816,3760
제네시스,G80,2020,100615,3540
기아,더 뉴 모닝,2015,45080,720
폭스바겐,티구안,2022,26215,3190
기아,올 뉴 모닝,2017,42707,950
기아,K5,2020,78579,1900
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,7시리즈,2021,88465,5900
기아,K5,2015,94031,1020
기아,올 뉴 모닝,2014,68907,570
기아,셀토스,2019,40319,1670
기아,레이,2016,106602,590
현대,스타리아,2022,120381,2070
르노코리아(삼성),SM3,2015,79643,490
현대,더 뉴 아반떼,2023,74125,1860
제네시스,GV80,2024,16204,6890
현대,더 뉴 아반떼,2023,23609,2130
현대,더 뉴 그랜저,2021,116063,2040
현대,그랜드,2017,19150,1540
기아,레이,2017,100746,700
현대,쏘나타,2019,27161,1970
포드,익스플로러,2020,21830,3190
현대,아반떼,2017,125960,850
제네시스,더 뉴 G70,2021,32865,3450
현대,올 뉴 투싼,2016,69674,1230
현대,아반떼,2015,100677,1030
기아,더 뉴 카니발,2018,142978,1690
기아,카니발,2021,54223,2630
KG모빌리티(쌍용),티볼리,2019,75180,980
현대,아반떼,2016,72293,1040
현대,더 뉴 아반떼,2013,29310,730
지프,그랜드,2019,101015,1650
제네시스,G80,2018,68208,2330
KG모빌리티(쌍용),토레스,2023,31012,2390
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,X2,2021,94458,2500
현대,그랜저,2017,124813,1560
기아,올 뉴 모닝,2019,57997,840
벤츠,C-클래스,2017,87877,2390
기아,카니발,2022,32175,2790
기아,디 올 뉴 스포티지,2022,70395,2780
벤츠,E-클래스,2019,62498,2520
기아,레이,2012,97061,630
현대,더 뉴 그랜저,2022,91599,2620
기아,모닝,2021,29419,1150
쉐보레(GM대우),더 뉴 트랙스,2019,128079,870
기아,카니발,2021,69915,2680
현대,아반떼,2011,43650,720
현대,투싼,2023,51429,2350
기아,K5,2020,72022,1850
현대,쏘나타,2019,85584,1690
제네시스,GV80,2023,38081,6180
현대,엑센트(신형),2013,116667,470
기아,올 뉴 모닝,2017,65323,940
기아,모하비,2014,88789,1320
기아,더 뉴 모닝,2016,59722,670
제네시스,G70,2018,122144,1690
지프,체로키(KL),2019,92030,1370
쉐보레(GM대우),더 뉴 트랙스,2020,89772,1060
현대,싼타페,2016,81640,1320
링컨,MKC,2019,88784,1580
기아,더 뉴 카니발,2019,81238,2160
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,아반떼,2021,56214,1830
쉐보레(GM대우),스파크,2011,31286,390
기아,올 뉴 카니발,2016,81439,1450
BMW,6시리즈,2022,30724,4880
현대,아반떼,2012,55721,690
미니,쿠퍼,2021,22220,2680
푸조,5008,2021,35255,2160
제네시스,G80,2017,118456,1540
기아,셀토스,2021,51793,2290
BMW,4시리즈,2022,35648,4750
현대,코나,2018,138517,1350
르노코리아(삼성),SM6,2016,80620,860
현대,LF,2016,87608,1250
KG모빌리티(쌍용),티볼리,2015,32927,980
현대,코나,2017,70225,1350
볼보,S60,2016,93187,990
KG모빌리티(쌍용),티볼리,2016,59513,870
KG모빌리티(쌍용),올 뉴 렉스턴,2021,77271,2790
현대,LF,2016,122566,900
현대,더 뉴 코나,2021,76176,1690
벤츠,GLC-클래스,2020,69698,4320
KG모빌리티(쌍용),티볼리,2021,68812,1420
기아,쏘렌토,2020,124190,2250
기아,더 뉴 K5,2024,14414,2740
기아,카니발,2023,34260,3230
현대,아반떼,2018,86704,1190
기아,K5,2020,47343,1550
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,코나,2019,56008,1490
현대,더 뉴 그랜저,2021,93074,2190
기아,더 뉴 봉고III,2021,18427,1730
쉐보레(GM대우),더 뉴 스파크,2019,51950,760
현대,아반떼,2013,75784,650
기아,K8,2022,52427,2990
기아,셀토스,2021,98649,1890
현대,싼타페,2020,58638,2130
현대,아반떼,2021,61381,1790
현대,엑센트(신형),2018,81839,650
현대,싼타페,2018,94856,2020
제네시스,EQ900,2017,82885,2760
현대,포터2,2021,30786,1830
현대,뉴,2014,87037,850
기아,K5,2016,115454,790
기아,카니발,2021,102932,2380
벤츠,E-클래스,2022,44418,4930
기아,더 뉴 쏘렌토,2019,46948,1610
쉐보레(GM대우),더 뉴 트랙스,2018,109259,790
KG모빌리티(쌍용),더 뉴 렉스턴,2022,60439,2820
기아,올 뉴 K7,2019,99413,1720
KG모빌리티(쌍용),올 뉴 렉스턴,2021,73470,2450
르노코리아(삼성),SM6,2016,73668,870
쉐보레(GM대우),트랙스,2015,70806,590
현대,코나,2020,118738,1780
제네시스,더 뉴 G70,2021,48725,3030
현대,더 뉴 그랜저,2022,42566,2860
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
제네시스,GV70,2021,49883,4420
르노코리아(삼성),QM6,2019,81648,1310
현대,캐스퍼,2024,3241,1750
현대,넥쏘,2021,98107,1780
기아,K9,2013,87483,1070
현대,캐스퍼,2023,23284,1370
현대,팰리세이드,2020,52587,2790
기아,K5,2020,94239,1890
현대,더 뉴 아반떼,2019,93595,1230
현대,싼타페,2019,109322,1730
현대,쏘나타,2019,86513,1990
현대,LF,2016,84345,1180
기아,올 뉴 쏘렌토,2016,51678,1690
현대,아반떼,2016,75434,1120
KG모빌리티(쌍용),렉스턴,2019,77498,1570
현대,그랜저,2016,76989,1070
현대,캐스퍼,2022,26486,1530
기아,레이,2013,85920,690
기아,더 뉴 니로,2019,90928,1850
기아,K8,2024,29054,2700
현대,아반떼,2017,80497,1000
현대,팰리세이드,2022,48695,3460
KG모빌리티(쌍용),뉴,2018,89757,950
현대,그랜저,2018,68130,1450
현대,그랜저,2017,117573,1380
쉐보레(GM대우),올 뉴 크루즈,2017,38752,860
현대,베뉴,2020,59346,1630
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,아반떼,2020,106344,1650
현대,올 뉴 투싼,2019,99130,1710
현대,더 뉴 아반떼,2014,64969,720
폭스바겐,티구안,2023,21708,3380
KG모빌리티(쌍용),뷰티풀,2019,90624,1490
제네시스,G80,2016,56516,1950
기아,스토닉,2018,52879,1330
현대,쏘나타,2012,68941,750
현대,제네시스,2015,94771,1170
쉐보레(GM대우),더,2018,41613,740
현대,그랜저,2013,116186,720
폭스바겐,올 뉴 제타,2021,62439,1770
KG모빌리티(쌍용),토레스,2023,53620,2290
기아,더 뉴 쏘렌토,2023,35343,3550
KG모빌리티(쌍용),베리,2022,29474,1590
현대,아반떼,2017,5959,1290
현대,아반떼,2022,9903,1730
기아,더 뉴 카니발,2019,69290,1860
BMW,2시리즈,2023,60657,2880
현대,아반떼,2020,91540,1480
BMW,3시리즈,2019,96050,2060
기아,올 뉴 쏘렌토,2016,65110,1250
BMW,3시리즈,2017,92514,1690
쉐보레(GM대우),더 뉴 트랙스,2019,77881,970
기아,올 뉴 쏘렌토,2015,101297,1340
쉐보레(GM대우),더 뉴 트레일블레이저,2023,8824,2270
기아,올 뉴 모닝,2011,92687,430
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
쉐보레(GM대우),더 뉴 트랙스,2019,37444,1120
제네시스,G80,2021,110521,2910
현대,팰리세이드,2021,64172,2680
현대,더 뉴 그랜저,2020,109576,2090
제네시스,G80,2018,102214,2190
쉐보레(GM대우),올란도,2012,68992,560
르노코리아(삼성),뉴,2022,81035,1780
기아,더 뉴 K5,2018,126430,1390
쉐보레(GM대우),더 뉴 스파크,2020,58556,620
현대,그랜저,2016,89071,1240
현대,그랜저,2011,62984,670
기아,더 뉴 K5,2018,93824,1340
쉐보레(GM대우),올 뉴 말리부,2016,107253,750
쉐보레(GM대우),더,2016,53743,570
기아,올 뉴 모닝,2017,24951,920
폭스바겐,티구안,2023,68142,3050
현대,투싼,2022,25606,2650
폭스바겐,티구안,2023,28524,3080
쉐보레(GM대우),말리부,2016,70255,830
기아,스팅어,2020,82695,2090
현대,올 뉴 투싼,2017,106306,1080
현대,팰리세이드,2020,93405,2620
기아,더 뉴 니로,2020,105249,1920
기아,셀토스,2022,44628,2150
기아,쏘렌토,2022,97507,2490
폭스바겐,올 뉴 제타,2021,29781,1880
기아,올 뉴 K3,2018,114076,1050
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 스포티지,2014,107775,820
현대,쏘나타,2021,77389,2280
기아,더 뉴 쏘렌토,2017,125552,1780
KG모빌리티(쌍용),뷰티풀,2021,50845,1620
현대,쏘나타,2013,106434,550
기아,뉴,2012,100737,980
제네시스,G80,2021,66608,4020
현대,쏘나타,2022,34157,2420
현대,캐스퍼,2022,13523,1590
BMW,2시리즈,2022,79212,2550
제네시스,GV80,2022,49159,5080
현대,올 뉴 투싼,2019,53472,1780
인피니티,뉴,2019,81582,1750
KG모빌리티(쌍용),티볼리,2017,83729,990
현대,더 뉴 아반떼,2015,127508,780
BMW,6시리즈,2022,74263,6080
기아,K5,2020,62107,1950
현대,쏘나타,2023,34302,2990
현대,더 뉴 아반떼,2023,49147,2540
기아,더 뉴 니로,2020,31358,1890
기아,더 뉴 레이,2022,71539,870
기아,디 올 뉴 스포티지,2021,39927,2710
BMW,1시리즈,2023,6343,3790
KG모빌리티(쌍용),뉴코란도,2016,63457,810
현대,베뉴,2020,49346,1560
BMW,X1,2022,20150,3330
현대,더 뉴 그랜저,2021,92691,2230
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,더 뉴 그랜드,2019,55187,1890
현대,쏘나타,2019,90601,1320
쉐보레(GM대우),더 뉴 말리부,2019,65800,1020
현대,그랜저,2019,101488,1830
기아,카니발,2021,83842,2920
도요타,프리우스,2024,19257,3050
현대,더 뉴 아반떼,2014,113371,680
현대,올 뉴 투싼,2019,126832,1740
현대,더 뉴 그랜저,2021,83224,2540
기아,셀토스,2019,62641,1970
현대,그랜저,2016,52738,1090
쉐보레(GM대우),스파크,2014,33842,520
현대,코나,2023,53662,2660
기아,카니발,2022,83894,2890
제네시스,G70,2018,100166,1620
현대,베뉴,2020,71503,1390
미니,쿠퍼,2018,75822,1370
기아,K7,2020,126164,1690
쉐보레(GM대우),더,2016,74452,530
현대,더 뉴 코나,2021,45005,2090
기아,K8,2023,67297,2690
현대,쏘나타,2012,87947,770
기아,디 올 뉴 스포티지,2021,20028,2000
현대,올 뉴 투싼,2017,130760,1250
제네시스,G70,2017,80169,1890
현대,아반떼,2017,89706,1070
현대,더 뉴 아반떼,2019,81177,1230
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,더 뉴 아반떼,2019,84097,1260
르노코리아(삼성),더 뉴 SM6,2020,52814,1890
현대,아반떼,2012,77215,660
현대,그랜저,2016,128803,890
현대,쏘나타,2022,93182,1630
현대,더 뉴 그랜저,2021,64777,2190
현대,그랜저,2014,122329,830
현대,쏘나타,2020,90692,1950
기아,올 뉴 모닝,2015,92237,540
현대,팰리세이드,2022,29044,2820
기아,더 뉴 K5,2018,128044,1090
기아,스포티지,2019,91335,1850
현대,더 뉴 아반떼,2015,108285,660
현대,엑센트(신형),2015,27611,740
현대,디 올 뉴 싼타페,2023,34516,3810
현대,베뉴,2021,19732,1850
르노코리아(삼성),SM3,2014,75125,460
제네시스,G80,2023,92140,3530
현대,더 뉴 그랜저,2021,72829,2260
기아,올 뉴 모닝,2013,71109,660
기아,스토닉,2019,95965,1230
르노코리아(삼성),더 뉴 QM6,2023,10835,2190
기아,모닝,2021,6892,1300
BMW,X3,2021,46789,4410
현대,코나,2018,57343,1450
현대,싼타페,2013,118535,990
기아,쏘렌토,2021,71984,2810
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,올 뉴 투싼,2016,66870,1130
현대,아반떼,2017,84475,960
제네시스,G80,2016,79230,1780
현대,투싼,2022,25064,2780
기아,올 뉴 K7,2017,101672,1210
기아,더 뉴 모닝,2015,53704,550
기아,레이,2016,65371,850
기아,올 뉴 쏘렌토,2017,120713,1390
현대,올 뉴 투싼,2016,85320,1220
기아,카니발,2021,90176,2750
BMW,5시리즈,2014,114446,1210
벤츠,E-클래스,2013,85103,1180
기아,더 뉴 모닝,2015,86577,590
기아,올 뉴 K3,2019,97833,1130
기아,K5,2021,90931,1940
기아,K5,2021,98779,2330
기아,올 뉴 카니발,2018,119936,1250
제네시스,G80,2020,112268,3290
기아,더 뉴 K3,2022,37939,1520
쉐보레(GM대우),더,2016,82436,530
기아,더 뉴 모닝,2024,10796,1480
쉐보레(GM대우),트래버스,2020,72171,2200
BMW,1시리즈,2022,54542,2630
기아,더 뉴 쏘렌토,2019,84326,2060
현대,더 뉴 그랜저,2021,86201,2620
아우디,뉴,2018,108588,1580
현대,더 뉴 그랜저,2021,96216,2190
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,그랜저,2016,75246,1170
현대,아반떼,2016,83112,810
기아,카니발,2020,83004,2540
기아,쏘렌토,2010,81161,690
BMW,X4,2021,31477,4650
KG모빌리티(쌍용),베리,2022,28248,1280
현대,아반떼,2016,43012,1280
기아,K5,2020,53578,1790
기아,올 뉴 쏘렌토,2017,66482,1580
BMW,X5,2023,59169,7650
기아,올 뉴 K7,2018,96459,1520
르노코리아(삼성),SM3,2014,88534,420
현대,팰리세이드,2022,32966,2950
르노코리아(삼성),뉴,2021,127161,1350
BMW,X2,2022,106180,2690
현대,아반떼,2022,79363,1670
기아,셀토스,2022,39268,1750
제네시스,GV70,2021,77116,4230
기아,K8,2021,82816,2450
기아,더 뉴 봉고III,2022,19313,1420
제네시스,EQ900,2016,115778,2280
현대,더 뉴 아반떼,2019,85960,1250
기아,더 뉴 셀토스,2023,29438,2750
기아,K7,2020,102022,2080
현대,아반떼,2020,88691,1540
기아,더 뉴 모닝,2015,52929,590
현대,투싼,2020,98856,2000
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,5시리즈,2022,51315,3390
현대,팰리세이드,2021,117915,2490
기아,올 뉴 카니발,2014,93775,1130
현대,스타리아,2024,40500,2690
기아,올 뉴 쏘렌토,2017,79209,1570
링컨,MKX,2018,90476,1420
기아,K5,2021,71178,1620
현대,쏘나타,2018,135331,1100
현대,더 뉴 아반떼,2019,91421,890
기아,K7,2019,109096,1760
현대,올 뉴 투싼,2015,101130,980
현대,쏘나타,2019,66547,1850
현대,코나,2020,127616,1210
현대,올 뉴 투싼,2019,36243,2040
현대,투싼,2021,96297,2430
KG모빌리티(쌍용),베리,2022,27860,1590
기아,셀토스,2022,59674,1580
제네시스,G80,2018,127256,1590
현대,쏘나타,2013,56471,830
기아,올 뉴 K7,2016,116564,1090
KG모빌리티(쌍용),티볼리,2016,64287,890
제네시스,더 뉴 G70,2022,25045,3450
폭스바겐,더 뉴 파사트,2015,95336,690
르노코리아(삼성),더 뉴 QM6,2023,23111,2050
현대,제네시스,2015,155239,1050
현대,제네시스,2013,121258,870
현대,포터2,2022,76440,1690
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 카니발,2019,92166,1740
BMW,3시리즈,2021,60438,3380
제네시스,G80,2016,91142,2250
쉐보레(GM대우),트랙스,2016,56081,690
현대,코나,2017,21104,1490
KG모빌리티(쌍용),코란도,2017,85096,1030
현대,캐스퍼,2022,33076,1290
기아,올 뉴 K3,2021,55977,1410
현대,엑센트(신형),2015,114339,570
기아,K5,2021,91030,1950
기아,올 뉴 카렌스,2013,76834,810
현대,아반떼,2012,61012,590
기아,더 뉴 쏘렌토,2018,90561,1580
현대,아반떼,2017,31237,1170
기아,스팅어,2018,109854,1670
현대,LF,2015,126897,900
기아,더 뉴 모닝,2016,68707,670
현대,아반떼,2018,64738,1170
기아,레이,2012,63711,780
포드,익스플로러,2021,104675,2570
현대,i30,2019,92305,1460
현대,LF,2016,65552,1270
기아,올 뉴 쏘렌토,2016,118418,1490
기아,더 뉴 레이,2019,45256,870
벤츠,E-클래스,2015,70797,1400
현대,포터2,2023,65309,1810
현대,아반떼,2018,71261,1110
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
아우디,A7,2021,55429,4960
기아,더 뉴 레이,2022,45039,1150
KG모빌리티(쌍용),코란도,2016,93446,870
제네시스,G80,2017,141713,1450
기아,올 뉴 모닝,2013,78893,550
기아,더 뉴 카니발,2019,157665,1790
BMW,X7,2022,68889,7800
현대,그랜저,2016,141728,890
쉐보레(GM대우),더,2016,70881,550
현대,그랜저,2013,78152,850
기아,더 뉴 카니발,2019,62298,2560
쉐보레(GM대우),말리부,2015,76954,520
현대,더 뉴 싼타페,2023,36240,2720
기아,올 뉴 K7,2018,97985,1590
쉐보레(GM대우),더,2017,32069,620
현대,그랜저,2017,113186,1250
현대,아반떼,2021,40904,1890
기아,올 뉴 K7,2017,100929,1180
쉐보레(GM대우),올란도,2014,126007,590
현대,올 뉴 투싼,2018,76293,1650
기아,카니발,2022,121243,2070
현대,뉴,2014,88484,970
KG모빌리티(쌍용),뷰티풀,2020,38725,1650
제네시스,EQ900,2017,138771,2530
현대,아반떼,2017,81690,920
기아,더 뉴 니로,2020,110847,1540
현대,아이오닉,2017,93238,1390
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
